Gene.name.human,Gene.stable.ID.human,Gene.description.human,Chromosome.scaffold.name.human,Gene.start..bp.human,Gene.end..bp.human,Strand.human,homology.type,orthology.confidence..0.low..1.high.,Gene.name.zebrafish,Gene.stable.ID.zebrafish,Gene.description.zebrafish,Chromosome.scaffold.name.zebrafish,Gene.start..bp.zebrafish,Gene.end..bp.zebrafish,Strand.zebrafish
PGS1,ENSG00000087157,phosphatidylglycerophosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:30029],17,78378649,78425114,1,ortholog_one2one,1,pgs1,ENSDARG00000075857,phosphatidylglycerophosphate synthase 1 [Source:ZFIN;Acc:ZDB-GENE-170216-1],12,34206753,34258384,-1
TBXA2R,ENSG00000006638,thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608],19,3594507,3606875,-1,ortholog_one2one,1,tbxa2r,ENSDARG00000104717,thromboxane A2 receptor [Source:ZFIN;Acc:ZDB-GENE-131016-6],22,3336723,3344613,-1
EGFLAM,ENSG00000164318,"EGF like, fibronectin type III and laminin G domains [Source:HGNC Symbol;Acc:HGNC:26810]",5,38258409,38465480,1,ortholog_one2one,1,EGFLAM,ENSDARG00000099008,"EGF like, fibronectin type III and laminin G domains [Source:NCBI gene;Acc:799405]",5,7919878,7969760,-1
PLCB4,ENSG00000101333,phospholipase C beta 4 [Source:HGNC Symbol;Acc:HGNC:9059],20,9067825,9504593,1,ortholog_one2one,1,PLCB4,ENSDARG00000100786,phospholipase C beta 4 [Source:NCBI gene;Acc:100537538],17,3717384,3815693,-1
PDCD5,ENSG00000105185,programmed cell death 5 [Source:HGNC Symbol;Acc:HGNC:8764],19,32581190,32587453,1,ortholog_one2one,1,pdcd5,ENSDARG00000026072,programmed cell death 5 [Source:ZFIN;Acc:ZDB-GENE-040426-980],18,31089957,31105391,-1
MIR190A,ENSG00000211137,microRNA 190a [Source:HGNC Symbol;Acc:HGNC:31560],15,62823957,62824041,1,ortholog_one2one,1,dre-mir-190a,ENSDARG00000081636,dre-mir-190a [Source:miRBase;Acc:MI0002027],25,33139075,33139200,1
UBE2C,ENSG00000175063,ubiquitin conjugating enzyme E2 C [Source:HGNC Symbol;Acc:HGNC:15937],20,45812576,45816957,1,ortholog_one2one,1,ube2c,ENSDARG00000114670,ubiquitin-conjugating enzyme E2C [Source:ZFIN;Acc:ZDB-GENE-051030-48],6,55287823,55297274,-1
RSPO4,ENSG00000101282,R-spondin 4 [Source:HGNC Symbol;Acc:HGNC:16175],20,958452,1002311,-1,ortholog_one2one,1,rspo4,ENSDARG00000038593,R-spondin 4 [Source:ZFIN;Acc:ZDB-GENE-110103-2],6,51824596,51843277,1
ADGRL1,ENSG00000072071,adhesion G protein-coupled receptor L1 [Source:HGNC Symbol;Acc:HGNC:20973],19,14147743,14206187,-1,ortholog_one2one,1,adgrl1a,ENSDARG00000089292,adhesion G protein-coupled receptor L1a [Source:ZFIN;Acc:ZDB-GENE-131127-267],3,47498433,47876427,-1
SH3TC1,ENSG00000125089,SH3 domain and tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:26009],4,8182072,8241803,1,ortholog_one2one,1,SH3TC1,ENSDARG00000077330,SH3 domain and tetratricopeptide repeats 1 [Source:NCBI gene;Acc:100535608],7,61843532,61901695,-1
NPEPL1,ENSG00000215440,aminopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:16244],20,58689131,58719238,1,ortholog_one2one,1,npepl1,ENSDARG00000012871,aminopeptidase like 1 [Source:ZFIN;Acc:ZDB-GENE-050417-177],6,49742164,49760876,1
P2RY14,ENSG00000174944,purinergic receptor P2Y14 [Source:HGNC Symbol;Acc:HGNC:16442],3,151212117,151278542,-1,ortholog_one2one,1,P2RY14,ENSDARG00000103305,P2Y purinoceptor 14-like [Source:NCBI gene;Acc:793750],15,4036709,4037626,-1
HSBP1L1,ENSG00000226742,heat shock factor binding protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:37243],18,79964582,79970822,1,ortholog_one2one,1,hsbp1l1,ENSDARG00000075984,heat shock factor binding protein 1 like 1 [Source:NCBI gene;Acc:799177],19,11429263,11431278,-1
ITFG2,ENSG00000111203,integrin alpha FG-GAP repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:30879],12,2812622,2859791,1,ortholog_one2one,1,itfg2,ENSDARG00000002174,integrin alpha FG-GAP repeat containing 2 [Source:ZFIN;Acc:ZDB-GENE-041008-161],4,17539134,17553996,1
ADAMTS1,ENSG00000154734,ADAM metallopeptidase with thrombospondin type 1 motif 1 [Source:HGNC Symbol;Acc:HGNC:217],21,26835755,26845409,-1,ortholog_one2one,1,adamts1,ENSDARG00000103519,"ADAM metallopeptidase with thrombospondin type 1 motif, 1 [Source:ZFIN;Acc:ZDB-GENE-070814-1]",1,673163,681116,-1
ETV1,ENSG00000006468,ETS variant transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3490],7,13891229,13991425,-1,ortholog_one2one,1,etv1,ENSDARG00000101959,ETS variant transcription factor 1 [Source:ZFIN;Acc:ZDB-GENE-070104-1],15,34172371,34214440,-1
NAB2,ENSG00000166886,NGFI-A binding protein 2 [Source:HGNC Symbol;Acc:HGNC:7627],12,57089043,57095476,1,ortholog_one2one,1,nab2,ENSDARG00000078076,NGFI-A binding protein 2 (EGR1 binding protein 2) [Source:ZFIN;Acc:ZDB-GENE-080204-105],11,2571486,2594045,-1
CYTIP,ENSG00000115165,cytohesin 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:9506],2,157414619,157488961,-1,ortholog_one2one,1,cytip,ENSDARG00000061717,cytohesin 1 interacting protein [Source:ZFIN;Acc:ZDB-GENE-140106-76],9,5253137,5263947,-1
CLNS1A,ENSG00000074201,chloride nucleotide-sensitive channel 1A [Source:HGNC Symbol;Acc:HGNC:2080],11,77514936,77637794,-1,ortholog_one2one,1,clns1a,ENSDARG00000103027,"chloride channel, nucleotide-sensitive, 1A [Source:ZFIN;Acc:ZDB-GENE-990415-259]",18,3140682,3153275,1
MTX3,ENSG00000177034,metaxin 3 [Source:HGNC Symbol;Acc:HGNC:24812],5,79976716,79991262,-1,ortholog_one2one,1,mtx3,ENSDARG00000090195,metaxin 3 [Source:NCBI gene;Acc:402916],5,51885121,51903243,-1
DNAJC12,ENSG00000108176,DnaJ heat shock protein family (Hsp40) member C12 [Source:HGNC Symbol;Acc:HGNC:28908],10,67796669,67838188,-1,ortholog_one2one,1,dnajc12,ENSDARG00000086691,"DnaJ (Hsp40) homolog, subfamily C, member 12 [Source:ZFIN;Acc:ZDB-GENE-070801-3]",13,50368668,50373021,1
PITPNC1,ENSG00000154217,phosphatidylinositol transfer protein cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:21045],17,67377281,67697256,1,ortholog_one2one,1,PITPNC1,ENSDARG00000099260,phosphatidylinositol transfer protein cytoplasmic 1a [Source:NCBI gene;Acc:563621],3,60862441,60886984,-1
LIN28B,ENSG00000187772,lin-28 homolog B [Source:HGNC Symbol;Acc:HGNC:32207],6,104936616,105083332,1,ortholog_one2one,1,lin28b,ENSDARG00000052511,lin-28 homolog B (C. elegans) [Source:ZFIN;Acc:ZDB-GENE-140811-1],20,47491247,47531869,1
MTERF2,ENSG00000120832,mitochondrial transcription termination factor 2 [Source:HGNC Symbol;Acc:HGNC:30779],12,106977277,106987160,-1,ortholog_one2one,1,mterf2,ENSDARG00000086405,mitochondrial transcription termination factor 2 [Source:ZFIN;Acc:ZDB-GENE-070424-91],18,15147931,15155962,-1
CAPN15,ENSG00000103326,calpain 15 [Source:HGNC Symbol;Acc:HGNC:11182],16,527712,554636,1,ortholog_one2one,1,capn15,ENSDARG00000060600,calpain 15 [Source:ZFIN;Acc:ZDB-GENE-140106-70],24,39027481,39084453,1
GPAA1,ENSG00000197858,glycosylphosphatidylinositol anchor attachment 1 [Source:HGNC Symbol;Acc:HGNC:4446],8,144082590,144086216,1,ortholog_one2one,1,gpaa1,ENSDARG00000074571,glycosylphosphatidylinositol anchor attachment 1 [Source:ZFIN;Acc:ZDB-GENE-131121-587],2,1453034,1468258,-1
FEZF1,ENSG00000128610,FEZ family zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:22788],7,122301303,122310691,-1,ortholog_one2one,1,fezf1,ENSDARG00000010270,FEZ family zinc finger 1 [Source:NCBI gene;Acc:558801],25,28272908,28276091,1
DCTN5,ENSG00000166847,dynactin subunit 5 [Source:HGNC Symbol;Acc:HGNC:24594],16,23641466,23677472,1,ortholog_one2one,1,dctn5,ENSDARG00000003573,dynactin 5 [Source:ZFIN;Acc:ZDB-GENE-040718-201],3,35550870,35554809,-1
ETHE1,ENSG00000105755,ETHE1 persulfide dioxygenase [Source:HGNC Symbol;Acc:HGNC:23287],19,43506719,43527230,-1,ortholog_one2one,1,ethe1,ENSDARG00000005713,ETHE1 persulfide dioxygenase [Source:ZFIN;Acc:ZDB-GENE-040426-2503],16,54303491,54320489,1
PKLR,ENSG00000143627,pyruvate kinase L/R [Source:HGNC Symbol;Acc:HGNC:9020],1,155289293,155301438,-1,ortholog_one2one,1,pklr,ENSDARG00000042010,pyruvate kinase L/R [Source:ZFIN;Acc:ZDB-GENE-010907-1],16,54450407,54455573,-1
TSPAN31,ENSG00000135452,tetraspanin 31 [Source:HGNC Symbol;Acc:HGNC:10539],12,57738013,57750219,1,ortholog_one2one,1,tspan31,ENSDARG00000074554,tetraspanin 31 [Source:NCBI gene;Acc:393251],23,36730713,36750301,1
MAFB,ENSG00000204103,MAF bZIP transcription factor B [Source:HGNC Symbol;Acc:HGNC:6408],20,40685848,40689236,-1,ortholog_one2one,1,mafba,ENSDARG00000017121,v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog Ba [Source:NCBI gene;Acc:30210],23,3405665,3409140,-1
RSPO2,ENSG00000147655,R-spondin 2 [Source:HGNC Symbol;Acc:HGNC:28583],8,107899316,108083642,-1,ortholog_one2one,1,rspo2,ENSDARG00000079570,R-spondin 2 [Source:ZFIN;Acc:ZDB-GENE-060503-667],16,38453876,38553721,-1
MIR221,ENSG00000207870,microRNA 221 [Source:HGNC Symbol;Acc:HGNC:31601],X,45746157,45746266,-1,ortholog_one2one,1,dre-mir-221,ENSDARG00000091272,dre-mir-221 [Source:miRBase;Acc:MI0001387],9,33920932,33921024,-1
ATF3,ENSG00000162772,activating transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:785],1,212565334,212620777,1,ortholog_one2one,1,atf3,ENSDARG00000007823,activating transcription factor 3 [Source:ZFIN;Acc:ZDB-GENE-040426-728],20,37794633,37800737,1
LACTB,ENSG00000103642,lactamase beta [Source:HGNC Symbol;Acc:HGNC:16468],15,63121833,63142061,1,ortholog_one2one,1,lactb,ENSDARG00000040803,"lactamase, beta [Source:ZFIN;Acc:ZDB-GENE-020111-1]",25,33256012,33266553,1
BEND4,ENSG00000188848,BEN domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23815],4,42110853,42152878,-1,ortholog_one2one,1,BEND4,ENSDARG00000113607,BEN domain containing 4 [Source:NCBI gene;Acc:566937],14,45213093,45242443,1
DUSP16,ENSG00000111266,dual specificity phosphatase 16 [Source:HGNC Symbol;Acc:HGNC:17909],12,12473282,12562863,-1,ortholog_one2one,1,dusp16,ENSDARG00000102474,dual specificity phosphatase 16 [Source:ZFIN;Acc:ZDB-GENE-040426-2360],4,107287,119689,-1
TFR2,ENSG00000106327,transferrin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11762],7,100620416,100642779,-1,ortholog_one2one,1,tfr2,ENSDARG00000103727,transferrin receptor 2 [Source:ZFIN;Acc:ZDB-GENE-041220-3],23,44940700,44965582,-1
BNC1,ENSG00000169594,basonuclin 1 [Source:HGNC Symbol;Acc:HGNC:1081],15,83255884,83284664,-1,ortholog_one2one,1,BNC1,ENSDARG00000100757,basonuclin 1 [Source:NCBI gene;Acc:568786],KN150342.1,49191,60563,-1
KCNJ15,ENSG00000157551,potassium inwardly rectifying channel subfamily J member 15 [Source:HGNC Symbol;Acc:HGNC:6261],21,38155549,38307357,1,ortholog_one2one,1,KCNJ15,ENSDARG00000058988,potassium inwardly rectifying channel subfamily J member 15 [Source:NCBI gene;Acc:572476],10,158590,159597,1
SNORD36C,ENSG00000252542,"small nucleolar RNA, C/D box 36C [Source:HGNC Symbol;Acc:HGNC:10165]",9,133350847,133350912,1,ortholog_one2one,1,SNORD36C,ENSDARG00000082739,"small nucleolar RNA, C/D box 36C [Source:HGNC Symbol;Acc:HGNC:10165]",5,33284556,33284626,-1
AGAP3,ENSG00000133612,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:16923]",7,151085831,151144436,1,ortholog_one2one,1,agap3,ENSDARG00000087822,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3 [Source:ZFIN;Acc:ZDB-GENE-110927-1]",24,34139146,34335265,-1
NPRL3,ENSG00000103148,"NPR3 like, GATOR1 complex subunit [Source:HGNC Symbol;Acc:HGNC:14124]",16,84271,138677,-1,ortholog_one2one,1,nprl3,ENSDARG00000010918,"NPR3-like, GATOR1 complex subunit [Source:ZFIN;Acc:ZDB-GENE-030131-1348]",3,55045346,55079742,-1
GGT7,ENSG00000131067,gamma-glutamyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:4259],20,34844720,34872856,-1,ortholog_one2one,1,GGT7,ENSDARG00000115805,gamma-glutamyltransferase 7 [Source:NCBI gene;Acc:101882295],23,2560005,2699606,1
POU4F3,ENSG00000091010,POU class 4 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:9220],5,146338839,146341728,1,ortholog_one2one,1,pou4f3,ENSDARG00000006206,POU class 4 homeobox 3 [Source:NCBI gene;Acc:30534],9,54290896,54292162,1
HACE1,ENSG00000085382,HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21033],6,104728094,104859919,-1,ortholog_one2one,1,hace1,ENSDARG00000062280,HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1 [Source:NCBI gene;Acc:572430],16,2351520,2390931,-1
CTTNBP2,ENSG00000077063,cortactin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15679],7,117710651,117874139,-1,ortholog_one2one,1,cttnbp2,ENSDARG00000040991,cortactin binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-8134],18,20726149,20822045,-1
S1PR2,ENSG00000267534,sphingosine-1-phosphate receptor 2 [Source:HGNC Symbol;Acc:HGNC:3169],19,10221433,10231331,-1,ortholog_one2one,1,s1pr2,ENSDARG00000036548,sphingosine-1-phosphate receptor 2 [Source:NCBI gene;Acc:170457],3,54616015,54669185,-1
ARRDC1,ENSG00000197070,arrestin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28633],9,137605685,137615360,1,ortholog_one2one,1,arrdc1b,ENSDARG00000079839,arrestin domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-080515-2],21,14699693,14762944,-1
ZNF618,ENSG00000157657,zinc finger protein 618 [Source:HGNC Symbol;Acc:HGNC:29416],9,113876282,114056593,1,ortholog_one2one,1,znf618,ENSDARG00000071469,zinc finger protein 618 [Source:ZFIN;Acc:ZDB-GENE-030131-2063],5,70262153,70320071,1
ABI2,ENSG00000138443,abl interactor 2 [Source:HGNC Symbol;Acc:HGNC:24011],2,203328280,203447728,1,ortholog_one2one,1,abi2a,ENSDARG00000058207,abl-interactor 2a [Source:ZFIN;Acc:ZDB-GENE-060929-192],9,13733468,13799692,1
SRP72,ENSG00000174780,signal recognition particle 72 [Source:HGNC Symbol;Acc:HGNC:11303],4,56467617,56503681,1,ortholog_one2one,1,srp72,ENSDARG00000014139,signal recognition particle 72 [Source:ZFIN;Acc:ZDB-GENE-030131-5546],14,1203608,1228690,-1
RPL31,ENSG00000071082,ribosomal protein L31 [Source:HGNC Symbol;Acc:HGNC:10334],2,101002229,101024032,1,ortholog_one2one,1,rpl31,ENSDARG00000053365,ribosomal protein L31 [Source:ZFIN;Acc:ZDB-GENE-060331-121],9,56225410,56232296,-1
AJM1,ENSG00000232434,apical junction component 1 homolog [Source:HGNC Symbol;Acc:HGNC:37284],9,136842478,136848801,1,ortholog_one2one,1,unm_hu7912,ENSDARG00000076873,un-named hu7912 [Source:ZFIN;Acc:ZDB-GENE-120727-20],8,31248917,31254368,1
OFD1,ENSG00000046651,OFD1 centriole and centriolar satellite protein [Source:HGNC Symbol;Acc:HGNC:2567],X,13734743,13777955,1,ortholog_one2one,1,ofd1,ENSDARG00000000529,OFD1 centriole and centriolar satellite protein [Source:NCBI gene;Acc:327216],9,54716436,54743987,1
SARNP,ENSG00000205323,SAP domain containing ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:24432],12,55752463,55817724,-1,ortholog_one2one,1,sarnp,ENSDARG00000059357,SAP domain containing ribonucleoprotein [Source:ZFIN;Acc:ZDB-GENE-050522-161],11,3308656,3318747,1
DDX46,ENSG00000145833,DEAD-box helicase 46 [Source:HGNC Symbol;Acc:HGNC:18681],5,134758771,134855133,1,ortholog_one2one,1,ddx46,ENSDARG00000099458,DEAD (Asp-Glu-Ala-Asp) box polypeptide 46 [Source:NCBI gene;Acc:321948],21,45717930,45732177,1
DDB1,ENSG00000167986,damage specific DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2717],11,61299451,61342596,-1,ortholog_one2one,1,ddb1,ENSDARG00000074431,damage-specific DNA binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1272],18,50826764,50839033,-1
ST8SIA4,ENSG00000113532,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10871]",5,100806933,100903282,-1,ortholog_one2one,1,st8sia4,ENSDARG00000103600,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 [Source:ZFIN;Acc:ZDB-GENE-060322-10]",10,5667401,5684326,-1
LRRC51,ENSG00000184154,leucine rich repeat containing 51 [Source:HGNC Symbol;Acc:HGNC:55526],11,72080337,72096895,1,ortholog_one2one,1,lrrc51,ENSDARG00000040668,leucine rich repeat containing 51 [Source:ZFIN;Acc:ZDB-GENE-060929-962],15,44053244,44062824,1
PGRMC1,ENSG00000101856,progesterone receptor membrane component 1 [Source:HGNC Symbol;Acc:HGNC:16090],X,119236245,119244466,1,ortholog_one2one,1,pgrmc1,ENSDARG00000054172,progesterone receptor membrane component 1 [Source:ZFIN;Acc:ZDB-GENE-041114-91],21,37436907,37441931,1
VSTM2L,ENSG00000132821,V-set and transmembrane domain containing 2 like [Source:HGNC Symbol;Acc:HGNC:16096],20,37903111,37945350,1,ortholog_one2one,1,vstm2l,ENSDARG00000098289,V-set and transmembrane domain containing 2 like [Source:ZFIN;Acc:ZDB-GENE-040426-1548],6,2124469,2134581,-1
PRMT6,ENSG00000198890,protein arginine methyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:18241],1,107056674,107067636,1,ortholog_one2one,1,prmt6,ENSDARG00000069706,protein arginine methyltransferase 6 [Source:NCBI gene;Acc:448867],24,29352039,29353521,1
CRIPT,ENSG00000119878,CXXC repeat containing interactor of PDZ3 domain [Source:HGNC Symbol;Acc:HGNC:14312],2,46616416,46630176,1,ortholog_one2one,1,cript,ENSDARG00000102511,cysteine-rich PDZ-binding protein [Source:NCBI gene;Acc:550592],12,25094099,25097520,-1
MRPL49,ENSG00000149792,mitochondrial ribosomal protein L49 [Source:HGNC Symbol;Acc:HGNC:1176],11,65122183,65127371,1,ortholog_one2one,1,MRPL49,ENSDARG00000075422,mitochondrial ribosomal protein L49 [Source:NCBI gene;Acc:558658],10,26987108,26989875,-1
MT-ND4,ENSG00000198886,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4 [Source:HGNC Symbol;Acc:HGNC:7459],MT,10760,12137,1,ortholog_one2one,1,mt-nd4,ENSDARG00000063917,NADH dehydrogenase subunit 4 [Source:NCBI gene;Acc:140534],MT,11299,12679,1
SRA1,ENSG00000213523,steroid receptor RNA activator 1 [Source:HGNC Symbol;Acc:HGNC:11281],5,140537340,140557677,-1,ortholog_one2one,1,sra1,ENSDARG00000053619,steroid receptor RNA activator 1 [Source:ZFIN;Acc:ZDB-GENE-040625-6],21,43882274,43891419,1
LMF1,ENSG00000103227,lipase maturation factor 1 [Source:HGNC Symbol;Acc:HGNC:14154],16,853634,981318,-1,ortholog_one2one,1,lmf1,ENSDARG00000102861,lipase maturation factor 1 [Source:ZFIN;Acc:ZDB-GENE-121031-2],12,1087263,1132683,1
NPRL2,ENSG00000114388,"NPR2 like, GATOR1 complex subunit [Source:HGNC Symbol;Acc:HGNC:24969]",3,50347330,50350826,-1,ortholog_one2one,1,nprl2,ENSDARG00000059613,"NPR2 like, GATOR1 complex subunit [Source:ZFIN;Acc:ZDB-GENE-060825-93]",6,22352223,22369125,-1
GPR20,ENSG00000204882,G protein-coupled receptor 20 [Source:HGNC Symbol;Acc:HGNC:4475],8,141356470,141367286,-1,ortholog_one2one,1,gpr20,ENSDARG00000077427,G protein-coupled receptor 20 [Source:ZFIN;Acc:ZDB-GENE-140106-136],16,30933249,30934319,-1
MCOLN2,ENSG00000153898,mucolipin TRP cation channel 2 [Source:HGNC Symbol;Acc:HGNC:13357],1,84925583,84997113,-1,ortholog_one2one,1,mcoln2,ENSDARG00000098918,mucolipin 2 [Source:ZFIN;Acc:ZDB-GENE-040426-692],22,24623936,24633418,1
KLHL25,ENSG00000183655,kelch like family member 25 [Source:HGNC Symbol;Acc:HGNC:25732],15,85759326,85794925,-1,ortholog_one2one,1,enc2,ENSDARG00000102418,ectodermal-neural cortex 2 [Source:ZFIN;Acc:ZDB-GENE-131014-1],25,11376854,11378623,-1
TMEM101,ENSG00000091947,transmembrane protein 101 [Source:HGNC Symbol;Acc:HGNC:28653],17,44011188,44023946,-1,ortholog_one2one,1,tmem101,ENSDARG00000114508,transmembrane protein 101 [Source:ZFIN;Acc:ZDB-GENE-121214-289],12,3262564,3273072,1
MRPL32,ENSG00000106591,mitochondrial ribosomal protein L32 [Source:HGNC Symbol;Acc:HGNC:14035],7,42932376,42948958,1,ortholog_one2one,1,mrpl32,ENSDARG00000060489,mitochondrial ribosomal protein L32 [Source:ZFIN;Acc:ZDB-GENE-060825-188],16,43344475,43346916,1
DNAJC17,ENSG00000104129,DnaJ heat shock protein family (Hsp40) member C17 [Source:HGNC Symbol;Acc:HGNC:25556],15,40765161,40807478,-1,ortholog_one2one,1,dnajc17,ENSDARG00000104959,"DnaJ (Hsp40) homolog, subfamily C, member 17 [Source:ZFIN;Acc:ZDB-GENE-040426-894]",17,1074503,1174960,-1
NOD1,ENSG00000106100,nucleotide binding oligomerization domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16390],7,30424527,30478784,-1,ortholog_one2one,1,nod1,ENSDARG00000036308,nucleotide-binding oligomerization domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-071116-9],16,53710416,53734405,1
CKS2,ENSG00000123975,CDC28 protein kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:2000],9,89311195,89316703,1,ortholog_one2one,1,CKS2,ENSDARG00000117089,zgc:86839 [Source:ZFIN;Acc:ZDB-GENE-040625-102],21,3003753,3007412,-1
HSPB7,ENSG00000173641,heat shock protein family B (small) member 7 [Source:HGNC Symbol;Acc:HGNC:5249],1,16014028,16019594,-1,ortholog_one2one,1,hspb7,ENSDARG00000104441,"heat shock protein family, member 7 (cardiovascular) [Source:ZFIN;Acc:ZDB-GENE-041010-136]",23,24258323,24263474,-1
SSB,ENSG00000138385,small RNA binding exonuclease protection factor La [Source:HGNC Symbol;Acc:HGNC:11316],2,169791933,169812064,1,ortholog_one2one,1,ssb,ENSDARG00000029252,small RNA binding exonuclease protection factor La [Source:ZFIN;Acc:ZDB-GENE-030131-223],6,3716666,3728694,1
ATG101,ENSG00000123395,autophagy related 101 [Source:HGNC Symbol;Acc:HGNC:25679],12,52069246,52077495,1,ortholog_one2one,1,atg101,ENSDARG00000043287,autophagy related 101 [Source:NCBI gene;Acc:567680],10,32657496,32663759,-1
MIGA2,ENSG00000148343,mitoguardin 2 [Source:HGNC Symbol;Acc:HGNC:23621],9,129036621,129072082,1,ortholog_one2one,1,miga2,ENSDARG00000089357,mitoguardin 2 [Source:NCBI gene;Acc:541431],21,3854414,3881197,1
DENND5A,ENSG00000184014,DENN domain containing 5A [Source:HGNC Symbol;Acc:HGNC:19344],11,9138825,9265959,-1,ortholog_one2one,1,dennd5a,ENSDARG00000017006,DENN/MADD domain containing 5A [Source:ZFIN;Acc:ZDB-GENE-071211-1],7,64978738,65093209,-1
SNW1,ENSG00000100603,SNW domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16696],14,77717599,77761207,-1,ortholog_one2one,1,snw1,ENSDARG00000091563,SNW domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-030131-571],20,5378841,5400395,-1
NDUFB1,ENSG00000183648,NADH:ubiquinone oxidoreductase subunit B1 [Source:HGNC Symbol;Acc:HGNC:7695],14,92116122,92121917,-1,ortholog_one2one,1,NDUFB1,ENSDARG00000087456,NADH:ubiquinone oxidoreductase subunit B1 [Source:HGNC Symbol;Acc:HGNC:7695],20,50048836,50049099,-1
KCTD14,ENSG00000151364,potassium channel tetramerization domain containing 14 [Source:HGNC Symbol;Acc:HGNC:23295],11,78015715,78046191,-1,ortholog_one2one,1,kctd14,ENSDARG00000110240,potassium channel tetramerization domain containing 14 [Source:ZFIN;Acc:ZDB-GENE-120215-239],18,3052408,3063710,1
AXIN2,ENSG00000168646,axin 2 [Source:HGNC Symbol;Acc:HGNC:904],17,65528563,65561648,-1,ortholog_one2one,1,axin2,ENSDARG00000100149,"axin 2 (conductin, axil) [Source:NCBI gene;Acc:58080]",3,55627948,55650771,-1
COQ2,ENSG00000173085,"coenzyme Q2, polyprenyltransferase [Source:HGNC Symbol;Acc:HGNC:25223]",4,83261536,83284914,-1,ortholog_one2one,1,coq2,ENSDARG00000059510,coenzyme Q2 4-hydroxybenzoate polyprenyltransferase [Source:ZFIN;Acc:ZDB-GENE-070410-84],5,66203154,66215928,-1
SSR1,ENSG00000124783,signal sequence receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:11323],6,7268306,7347446,-1,ortholog_one2one,1,ssr1,ENSDARG00000101627,"signal sequence receptor, alpha [Source:ZFIN;Acc:ZDB-GENE-030826-28]",24,42081728,42090635,-1
MT-ND3,ENSG00000198840,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3 [Source:HGNC Symbol;Acc:HGNC:7458],MT,10059,10404,1,ortholog_one2one,1,mt-nd3,ENSDARG00000063914,NADH dehydrogenase subunit 3 [Source:NCBI gene;Acc:140533],MT,10590,10940,1
SLC22A13,ENSG00000172940,solute carrier family 22 member 13 [Source:HGNC Symbol;Acc:HGNC:8494],3,38265812,38278757,1,ortholog_one2one,1,slc22a13b,ENSDARG00000059166,solute carrier family 22 member 13b [Source:ZFIN;Acc:ZDB-GENE-061013-532],24,20006711,20016817,-1
SIK3,ENSG00000160584,SIK family kinase 3 [Source:HGNC Symbol;Acc:HGNC:29165],11,116843402,117098437,-1,ortholog_one2one,1,sik3,ENSDARG00000088083,SIK family kinase 3 [Source:HGNC Symbol;Acc:HGNC:29165],15,47492838,47575405,1
C14orf28,ENSG00000179476,chromosome 14 open reading frame 28 [Source:HGNC Symbol;Acc:HGNC:19834],14,44897275,44907257,1,ortholog_one2one,1,C17H14orf28,ENSDARG00000102021,expressed sequence BM035769 [Source:NCBI gene;Acc:100333462],17,584369,589773,1
