Gene.name.mouse,Gene.stable.ID.mouse,Gene.description.mouse,Chromosome.scaffold.name.mouse,Gene.start..bp.mouse,Gene.end..bp.mouse,Strand.mouse,homology.type,orthology.confidence..0.low..1.high.,Gene.name.human,Gene.stable.ID.human,Gene.description.human,Chromosome.scaffold.name.human,Gene.start..bp.human,Gene.end..bp.human,Strand.1.human
Wdr35,ENSMUSG00000066643,WD repeat domain 35 [Source:MGI Symbol;Acc:MGI:1921932],12,9023892,9078847,1,ortholog_one2one,1,WDR35,ENSG00000118965,WD repeat domain 35 [Source:HGNC Symbol;Acc:HGNC:29250],2,19910263,19990105,-1
Tmem186,ENSMUSG00000043140,transmembrane protein 186 [Source:MGI Symbol;Acc:MGI:1913940],16,8451093,8455576,-1,ortholog_one2one,1,TMEM186,ENSG00000184857,transmembrane protein 186 [Source:HGNC Symbol;Acc:HGNC:24530],16,8780384,8797642,-1
Mrpl20,ENSMUSG00000029066,mitochondrial ribosomal protein L20 [Source:MGI Symbol;Acc:MGI:2137221],4,155887335,155894432,1,ortholog_one2one,1,MRPL20,ENSG00000242485,mitochondrial ribosomal protein L20 [Source:HGNC Symbol;Acc:HGNC:14478],1,1401909,1407293,-1
Prf1,ENSMUSG00000037202,perforin 1 (pore forming protein) [Source:MGI Symbol;Acc:MGI:97551],10,61133612,61140459,1,ortholog_one2one,1,PRF1,ENSG00000180644,perforin 1 [Source:HGNC Symbol;Acc:HGNC:9360],10,70597348,70602759,-1
Rap1a,ENSMUSG00000068798,RAS-related protein 1a [Source:MGI Symbol;Acc:MGI:97852],3,105634583,105708652,-1,ortholog_one2one,1,RAP1A,ENSG00000116473,"RAP1A, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9855]",1,111542218,111716691,1
Spx,ENSMUSG00000071112,spexin hormone [Source:MGI Symbol;Acc:MGI:2442262],6,142359167,142365456,1,ortholog_one2one,1,SPX,ENSG00000134548,spexin hormone [Source:HGNC Symbol;Acc:HGNC:28139],12,21526296,21541249,1
Rras,ENSMUSG00000038387,related RAS viral (r-ras) oncogene [Source:MGI Symbol;Acc:MGI:98179],7,44667385,44671071,1,ortholog_one2one,1,RRAS,ENSG00000126458,RAS related [Source:HGNC Symbol;Acc:HGNC:10447],19,49635292,49640143,-1
Gpx2,ENSMUSG00000042808,glutathione peroxidase 2 [Source:MGI Symbol;Acc:MGI:106609],12,76839107,76842273,-1,ortholog_one2one,1,GPX2,ENSG00000176153,glutathione peroxidase 2 [Source:HGNC Symbol;Acc:HGNC:4554],14,64939152,64942746,-1
Mir150,ENSMUSG00000065495,microRNA 150 [Source:MGI Symbol;Acc:MGI:2676835],7,44771181,44771245,1,ortholog_one2one,1,MIR150,ENSG00000207782,microRNA 150 [Source:HGNC Symbol;Acc:HGNC:31537],19,49500785,49500868,-1
P2ry13,ENSMUSG00000036362,"purinergic receptor P2Y, G-protein coupled 13 [Source:MGI Symbol;Acc:MGI:1921441]",3,59115313,59118303,-1,ortholog_one2one,1,P2RY13,ENSG00000181631,purinergic receptor P2Y13 [Source:HGNC Symbol;Acc:HGNC:4537],3,151326312,151329549,-1
Hexim1,ENSMUSG00000048878,hexamethylene bis-acetamide inducible 1 [Source:MGI Symbol;Acc:MGI:2385923],11,103007057,103010551,1,ortholog_one2one,1,HEXIM1,ENSG00000186834,HEXIM P-TEFb complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24953],17,45148475,45152099,1
Krr1,ENSMUSG00000063334,"KRR1, small subunit (SSU) processome component, homolog (yeast) [Source:MGI Symbol;Acc:MGI:1289274]",10,111808569,111824337,1,ortholog_one2one,1,KRR1,ENSG00000111615,KRR1 small subunit processome component homolog [Source:HGNC Symbol;Acc:HGNC:5176],12,75490863,75511636,-1
Sprn,ENSMUSG00000045733,shadow of prion protein [Source:MGI Symbol;Acc:MGI:3582583],7,139730541,139734790,-1,ortholog_one2one,1,SPRN,ENSG00000203772,shadow of prion protein [Source:HGNC Symbol;Acc:HGNC:16871],10,133420666,133424625,-1
Acot4,ENSMUSG00000052392,acyl-CoA thioesterase 4 [Source:MGI Symbol;Acc:MGI:2159621],12,84085153,84095375,1,ortholog_one2one,1,ACOT4,ENSG00000177465,acyl-CoA thioesterase 4 [Source:HGNC Symbol;Acc:HGNC:19748],14,73591873,73595766,1
Rdh5,ENSMUSG00000025350,retinol dehydrogenase 5 [Source:MGI Symbol;Acc:MGI:1201412],10,128749462,128758757,-1,ortholog_one2one,1,RDH5,ENSG00000135437,retinol dehydrogenase 5 [Source:HGNC Symbol;Acc:HGNC:9940],12,55720367,55724705,1
Krt20,ENSMUSG00000035775,keratin 20 [Source:MGI Symbol;Acc:MGI:1914059],11,99319229,99328976,-1,ortholog_one2one,1,KRT20,ENSG00000171431,keratin 20 [Source:HGNC Symbol;Acc:HGNC:20412],17,40875889,40885242,-1
Insig2,ENSMUSG00000003721,insulin induced gene 2 [Source:MGI Symbol;Acc:MGI:1920249],1,121232082,121260318,-1,ortholog_one2one,1,INSIG2,ENSG00000125629,insulin induced gene 2 [Source:HGNC Symbol;Acc:HGNC:20452],2,118088452,118110997,1
Ubap1l,ENSMUSG00000086228,ubiquitin-associated protein 1-like [Source:MGI Symbol;Acc:MGI:2685360],9,65268323,65287659,1,ortholog_one2one,1,UBAP1L,ENSG00000246922,ubiquitin associated protein 1 like [Source:HGNC Symbol;Acc:HGNC:40028],15,65092760,65115200,-1
Slc1a7,ENSMUSG00000008932,"solute carrier family 1 (glutamate transporter), member 7 [Source:MGI Symbol;Acc:MGI:2444087]",4,107825529,107870729,1,ortholog_one2one,1,SLC1A7,ENSG00000162383,solute carrier family 1 member 7 [Source:HGNC Symbol;Acc:HGNC:10945],1,53087179,53142638,-1
Slc35f3,ENSMUSG00000057060,"solute carrier family 35, member F3 [Source:MGI Symbol;Acc:MGI:2444426]",8,126865734,127122717,1,ortholog_one2one,1,SLC35F3,ENSG00000183780,solute carrier family 35 member F3 [Source:HGNC Symbol;Acc:HGNC:23616],1,233904676,234324511,1
Clcc1,ENSMUSG00000027884,chloride channel CLIC-like 1 [Source:MGI Symbol;Acc:MGI:2385186],3,108561229,108586156,1,ortholog_one2one,1,CLCC1,ENSG00000121940,chloride channel CLIC like 1 [Source:HGNC Symbol;Acc:HGNC:29675],1,108881885,108963527,-1
Cd69,ENSMUSG00000030156,CD69 antigen [Source:MGI Symbol;Acc:MGI:88343],6,129244288,129252399,-1,ortholog_one2one,1,CD69,ENSG00000110848,CD69 molecule [Source:HGNC Symbol;Acc:HGNC:1694],12,9752486,9760901,-1
Stx12,ENSMUSG00000028879,syntaxin 12 [Source:MGI Symbol;Acc:MGI:1931027],4,132580812,132611820,-1,ortholog_one2one,1,STX12,ENSG00000117758,syntaxin 12 [Source:HGNC Symbol;Acc:HGNC:11430],1,27773219,27824443,1
Clasp2,ENSMUSG00000033392,CLIP associating protein 2 [Source:MGI Symbol;Acc:MGI:1923749],9,113570541,113748750,1,ortholog_one2one,1,CLASP2,ENSG00000163539,cytoplasmic linker associated protein 2 [Source:HGNC Symbol;Acc:HGNC:17078],3,33496245,33718356,-1
Opcml,ENSMUSG00000062257,opioid binding protein/cell adhesion molecule-like [Source:MGI Symbol;Acc:MGI:97397],9,27702071,28836706,1,ortholog_one2one,1,OPCML,ENSG00000183715,opioid binding protein/cell adhesion molecule like [Source:HGNC Symbol;Acc:HGNC:8143],11,132414977,133532501,-1
Mir30c-1,ENSMUSG00000065490,microRNA 30c-1 [Source:MGI Symbol;Acc:MGI:2676909],4,120626731,120626819,-1,ortholog_one2one,1,MIR30C1,ENSG00000207962,microRNA 30c-1 [Source:HGNC Symbol;Acc:HGNC:31626],1,40757284,40757372,1
Ube2j2,ENSMUSG00000023286,ubiquitin-conjugating enzyme E2J 2 [Source:MGI Symbol;Acc:MGI:2153608],4,156028288,156044061,1,ortholog_one2one,1,UBE2J2,ENSG00000160087,ubiquitin conjugating enzyme E2 J2 [Source:HGNC Symbol;Acc:HGNC:19268],1,1253909,1273864,-1
Il17rb,ENSMUSG00000015966,interleukin 17 receptor B [Source:MGI Symbol;Acc:MGI:1355292],14,29718092,29730853,-1,ortholog_one2one,1,IL17RB,ENSG00000056736,interleukin 17 receptor B [Source:HGNC Symbol;Acc:HGNC:18015],3,53846568,53865794,1
Prrt3,ENSMUSG00000045009,proline-rich transmembrane protein 3 [Source:MGI Symbol;Acc:MGI:2444810],6,113470600,113478892,-1,ortholog_one2one,1,PRRT3,ENSG00000163704,proline rich transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:26591],3,9945542,9952408,-1
Foxi3,ENSMUSG00000055874,forkhead box I3 [Source:MGI Symbol;Acc:MGI:3511278],6,70933515,70938050,1,ortholog_one2one,1,FOXI3,ENSG00000214336,forkhead box I3 [Source:HGNC Symbol;Acc:HGNC:35123],2,88446787,88452693,-1
Pyy,ENSMUSG00000017311,peptide YY [Source:MGI Symbol;Acc:MGI:99924],11,101997502,101998658,-1,ortholog_one2one,1,PYY,ENSG00000131096,peptide YY [Source:HGNC Symbol;Acc:HGNC:9748],17,43952733,44004469,-1
Dtl,ENSMUSG00000037474,denticleless E3 ubiquitin protein ligase [Source:MGI Symbol;Acc:MGI:1924093],1,191269468,191307656,-1,ortholog_one2one,1,DTL,ENSG00000143476,denticleless E3 ubiquitin protein ligase homolog [Source:HGNC Symbol;Acc:HGNC:30288],1,212035553,212107400,1
Camk2n2,ENSMUSG00000051146,calcium/calmodulin-dependent protein kinase II inhibitor 2 [Source:MGI Symbol;Acc:MGI:1920297],16,20437965,20440037,-1,ortholog_one2one,1,CAMK2N2,ENSG00000163888,calcium/calmodulin dependent protein kinase II inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:24197],3,184259213,184261553,-1
Shroom1,ENSMUSG00000018387,shroom family member 1 [Source:MGI Symbol;Acc:MGI:1919024],11,53348032,53358593,1,ortholog_one2one,1,SHROOM1,ENSG00000164403,shroom family member 1 [Source:HGNC Symbol;Acc:HGNC:24084],5,132822141,132830659,-1
Ipo11,ENSMUSG00000042590,importin 11 [Source:MGI Symbol;Acc:MGI:2442377],13,106930947,107073466,-1,ortholog_one2one,1,IPO11,ENSG00000086200,importin 11 [Source:HGNC Symbol;Acc:HGNC:20628],5,62403972,62628582,1
Snord65,ENSMUSG00000077457,"small nucleolar RNA, C/D box 65 [Source:MGI Symbol;Acc:MGI:3819547]",11,62495341,62495412,1,ortholog_one2one,1,SNORD65,ENSG00000277512,"small nucleolar RNA, C/D box 65 [Source:HGNC Symbol;Acc:HGNC:32726]",17,16441226,16441298,1
Acvr1c,ENSMUSG00000026834,"activin A receptor, type IC [Source:MGI Symbol;Acc:MGI:2661081]",2,58157465,58247907,-1,ortholog_one2one,1,ACVR1C,ENSG00000123612,activin A receptor type 1C [Source:HGNC Symbol;Acc:HGNC:18123],2,157526767,157628864,-1
Adar,ENSMUSG00000027951,"adenosine deaminase, RNA-specific [Source:MGI Symbol;Acc:MGI:1889575]",3,89622329,89660753,1,ortholog_one2one,1,ADAR,ENSG00000160710,adenosine deaminase RNA specific [Source:HGNC Symbol;Acc:HGNC:225],1,154581695,154628013,-1
Slc25a44,ENSMUSG00000050144,"solute carrier family 25, member 44 [Source:MGI Symbol;Acc:MGI:2444391]",3,88317805,88332446,-1,ortholog_one2one,1,SLC25A44,ENSG00000160785,solute carrier family 25 member 44 [Source:HGNC Symbol;Acc:HGNC:29036],1,156193932,156212796,1
Nmrk2,ENSMUSG00000004939,nicotinamide riboside kinase 2 [Source:MGI Symbol;Acc:MGI:1916814],10,81034004,81037885,-1,ortholog_one2one,1,NMRK2,ENSG00000077009,nicotinamide riboside kinase 2 [Source:HGNC Symbol;Acc:HGNC:17871],19,3933069,3942416,1
Zmiz2,ENSMUSG00000041164,"zinc finger, MIZ-type containing 2 [Source:MGI Symbol;Acc:MGI:106374]",11,6339074,6356158,1,ortholog_one2one,1,ZMIZ2,ENSG00000122515,zinc finger MIZ-type containing 2 [Source:HGNC Symbol;Acc:HGNC:22229],7,44748581,44769881,1
Wls,ENSMUSG00000028173,wntless WNT ligand secretion mediator [Source:MGI Symbol;Acc:MGI:1915401],3,159545309,159644300,1,ortholog_one2one,1,WLS,ENSG00000116729,Wnt ligand secretion mediator [Source:HGNC Symbol;Acc:HGNC:30238],1,68098473,68233120,-1
Nr1i2,ENSMUSG00000022809,"nuclear receptor subfamily 1, group I, member 2 [Source:MGI Symbol;Acc:MGI:1337040]",16,38068685,38115186,-1,ortholog_one2one,1,NR1I2,ENSG00000144852,nuclear receptor subfamily 1 group I member 2 [Source:HGNC Symbol;Acc:HGNC:7968],3,119780484,119818487,1
Clnk,ENSMUSG00000039315,cytokine-dependent hematopoietic cell linker [Source:MGI Symbol;Acc:MGI:1351468],5,38863805,39034155,-1,ortholog_one2one,1,CLNK,ENSG00000109684,cytokine dependent hematopoietic cell linker [Source:HGNC Symbol;Acc:HGNC:17438],4,10486395,10684768,-1
Olfr414,ENSMUSG00000051509,olfactory receptor 414 [Source:MGI Symbol;Acc:MGI:3030248],1,174251630,174262313,1,ortholog_one2one,1,OR6Y1,ENSG00000197532,olfactory receptor family 6 subfamily Y member 1 [Source:HGNC Symbol;Acc:HGNC:14823],1,158544550,158554405,-1
Snx7,ENSMUSG00000028007,sorting nexin 7 [Source:MGI Symbol;Acc:MGI:1923811],3,117575296,117662585,-1,ortholog_one2one,1,SNX7,ENSG00000162627,sorting nexin 7 [Source:HGNC Symbol;Acc:HGNC:14971],1,98661701,98760500,1
Adipoq,ENSMUSG00000022878,"adiponectin, C1Q and collagen domain containing [Source:MGI Symbol;Acc:MGI:106675]",16,22965286,22976778,1,ortholog_one2one,1,ADIPOQ,ENSG00000181092,"adiponectin, C1Q and collagen domain containing [Source:HGNC Symbol;Acc:HGNC:13633]",3,186842704,186858463,1
Itpkb,ENSMUSG00000038855,"inositol 1,4,5-trisphosphate 3-kinase B [Source:MGI Symbol;Acc:MGI:109235]",1,180158050,180252367,1,ortholog_one2one,1,ITPKB,ENSG00000143772,inositol-trisphosphate 3-kinase B [Source:HGNC Symbol;Acc:HGNC:6179],1,226631690,226739323,-1
Tfg,ENSMUSG00000022757,Trk-fused gene [Source:MGI Symbol;Acc:MGI:1338041],16,56510695,56537813,-1,ortholog_one2one,1,TFG,ENSG00000114354,trafficking from ER to golgi regulator [Source:HGNC Symbol;Acc:HGNC:11758],3,100709295,100748964,1
Apaf1,ENSMUSG00000019979,apoptotic peptidase activating factor 1 [Source:MGI Symbol;Acc:MGI:1306796],10,90825173,90918632,-1,ortholog_one2one,1,APAF1,ENSG00000120868,apoptotic peptidase activating factor 1 [Source:HGNC Symbol;Acc:HGNC:576],12,98645290,98735433,1
Tle7,ENSMUSG00000095941,TLE family member 7 [Source:MGI Symbol;Acc:MGI:5439433],8,110827839,110838593,1,ortholog_one2one,1,TLE7,ENSG00000260734,TLE family member 7 [Source:HGNC Symbol;Acc:HGNC:53648],16,71429980,71442054,-1
Hoxd10,ENSMUSG00000050368,homeobox D10 [Source:MGI Symbol;Acc:MGI:96202],2,74522268,74525449,1,ortholog_one2one,1,HOXD10,ENSG00000128710,homeobox D10 [Source:HGNC Symbol;Acc:HGNC:5133],2,176108790,176119937,1
Ppt1,ENSMUSG00000028657,palmitoyl-protein thioesterase 1 [Source:MGI Symbol;Acc:MGI:1298204],4,122730035,122752968,1,ortholog_one2one,1,PPT1,ENSG00000131238,palmitoyl-protein thioesterase 1 [Source:HGNC Symbol;Acc:HGNC:9325],1,40072710,40097260,-1
Tent5b,ENSMUSG00000046694,terminal nucleotidyltransferase 5B [Source:MGI Symbol;Acc:MGI:2140500],4,133207443,133215249,1,ortholog_one2one,1,TENT5B,ENSG00000158246,terminal nucleotidyltransferase 5B [Source:HGNC Symbol;Acc:HGNC:28273],1,27005020,27012850,-1
Nkapl,ENSMUSG00000059395,NFKB activating protein-like [Source:MGI Symbol;Acc:MGI:1913957],13,21651217,21652679,-1,ortholog_one2one,1,NKAPL,ENSG00000189134,NFKB activating protein like [Source:HGNC Symbol;Acc:HGNC:21584],6,28259297,28260958,1
Nkiras1,ENSMUSG00000021772,NFKB inhibitor interacting Ras-like protein 1 [Source:MGI Symbol;Acc:MGI:1916971],14,4185693,4198560,-1,ortholog_one2one,1,NKIRAS1,ENSG00000197885,NFKB inhibitor interacting Ras like 1 [Source:HGNC Symbol;Acc:HGNC:17899],3,23889951,23946591,-1
Marchf2,ENSMUSG00000079557,membrane associated ring-CH-type finger 2 [Source:MGI Symbol;Acc:MGI:1925915],17,33904666,33937644,-1,ortholog_one2one,1,MARCHF2,ENSG00000099785,membrane associated ring-CH-type finger 2 [Source:HGNC Symbol;Acc:HGNC:28038],19,8413270,8439017,1
Cdk15,ENSMUSG00000026023,cyclin-dependent kinase 15 [Source:MGI Symbol;Acc:MGI:3583944],1,59296065,59392152,1,ortholog_one2one,1,CDK15,ENSG00000138395,cyclin dependent kinase 15 [Source:HGNC Symbol;Acc:HGNC:14434],2,201790461,201895550,1
Olfr984,ENSMUSG00000045812,olfactory receptor 984 [Source:MGI Symbol;Acc:MGI:3030818],9,40007811,40025502,-1,ortholog_one2one,1,OR4D5,ENSG00000171014,olfactory receptor family 4 subfamily D member 5 [Source:HGNC Symbol;Acc:HGNC:14852],11,123939617,123940573,1
Lmod3,ENSMUSG00000044086,leiomodin 3 (fetal) [Source:MGI Symbol;Acc:MGI:2444169],6,97215495,97229720,-1,ortholog_one2one,1,LMOD3,ENSG00000163380,leiomodin 3 [Source:HGNC Symbol;Acc:HGNC:6649],3,69106065,69123032,-1
Mxd1,ENSMUSG00000001156,MAX dimerization protein 1 [Source:MGI Symbol;Acc:MGI:96908],6,86624024,86646143,-1,ortholog_one2one,1,MXD1,ENSG00000059728,MAX dimerization protein 1 [Source:HGNC Symbol;Acc:HGNC:6761],2,69897688,69942945,1
Cyb5r1,ENSMUSG00000026456,cytochrome b5 reductase 1 [Source:MGI Symbol;Acc:MGI:1919267],1,134333297,134339478,1,ortholog_one2one,1,CYB5R1,ENSG00000159348,cytochrome b5 reductase 1 [Source:HGNC Symbol;Acc:HGNC:13397],1,202961873,202967275,-1
Wdr62,ENSMUSG00000037020,WD repeat domain 62 [Source:MGI Symbol;Acc:MGI:1923696],7,29939563,29979844,-1,ortholog_one2one,1,WDR62,ENSG00000075702,WD repeat domain 62 [Source:HGNC Symbol;Acc:HGNC:24502],19,36054649,36105108,1
Hs3st3b1,ENSMUSG00000070407,heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1 [Source:MGI Symbol;Acc:MGI:1333853],11,63776618,63813116,-1,ortholog_one2one,1,HS3ST3B1,ENSG00000125430,heparan sulfate-glucosamine 3-sulfotransferase 3B1 [Source:HGNC Symbol;Acc:HGNC:5198],17,14301081,14349404,1
Csk,ENSMUSG00000032312,c-src tyrosine kinase [Source:MGI Symbol;Acc:MGI:88537],9,57533929,57560914,-1,ortholog_one2one,1,CSK,ENSG00000103653,C-terminal Src kinase [Source:HGNC Symbol;Acc:HGNC:2444],15,74782080,74803197,1
Csf1r,ENSMUSG00000024621,colony stimulating factor 1 receptor [Source:MGI Symbol;Acc:MGI:1339758],18,61233670,61265221,1,ortholog_one2one,1,CSF1R,ENSG00000182578,colony stimulating factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:2433],5,150053291,150113372,-1
Pik3r5,ENSMUSG00000020901,phosphoinositide-3-kinase regulatory subunit 5 [Source:MGI Symbol;Acc:MGI:2443588],11,68322947,68388675,1,ortholog_one2one,1,PIK3R5,ENSG00000141506,phosphoinositide-3-kinase regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:30035],17,8878911,8965712,-1
Prr30,ENSMUSG00000042888,proline rich 30 [Source:MGI Symbol;Acc:MGI:1923877],14,101435126,101437766,-1,ortholog_one2one,1,PRR30,ENSG00000186143,proline rich 30 [Source:HGNC Symbol;Acc:HGNC:28677],2,27136848,27139410,-1
Aqp2,ENSMUSG00000023013,aquaporin 2 [Source:MGI Symbol;Acc:MGI:1096865],15,99476936,99482428,1,ortholog_one2one,1,AQP2,ENSG00000167580,aquaporin 2 [Source:HGNC Symbol;Acc:HGNC:634],12,49950737,49958878,1
Mcam,ENSMUSG00000032135,melanoma cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1933966],9,44045766,44054024,1,ortholog_one2one,1,MCAM,ENSG00000076706,melanoma cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:6934],11,119308529,119321521,-1
Ephb1,ENSMUSG00000032537,Eph receptor B1 [Source:MGI Symbol;Acc:MGI:1096337],9,101799327,102231892,-1,ortholog_one2one,1,EPHB1,ENSG00000154928,EPH receptor B1 [Source:HGNC Symbol;Acc:HGNC:3392],3,134795260,135260467,1
Stra8,ENSMUSG00000029848,stimulated by retinoic acid gene 8 [Source:MGI Symbol;Acc:MGI:107917],6,34897098,34916279,1,ortholog_one2one,1,STRA8,ENSG00000146857,stimulated by retinoic acid 8 [Source:HGNC Symbol;Acc:HGNC:30653],7,135231979,135258663,1
Fer,ENSMUSG00000000127,fer (fms/fps related) protein kinase [Source:MGI Symbol;Acc:MGI:105917],17,64170057,64446491,1,ortholog_one2one,1,FER,ENSG00000151422,FER tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3655],5,108747841,109196841,1
Plxnb1,ENSMUSG00000053646,plexin B1 [Source:MGI Symbol;Acc:MGI:2154238],9,108924457,108948985,1,ortholog_one2one,1,PLXNB1,ENSG00000164050,plexin B1 [Source:HGNC Symbol;Acc:HGNC:9103],3,48403854,48430086,-1
Olfr419,ENSMUSG00000050788,olfactory receptor 419 [Source:MGI Symbol;Acc:MGI:3030253],1,174076080,174079627,-1,ortholog_one2one,1,OR10Z1,ENSG00000198967,olfactory receptor family 10 subfamily Z member 1 [Source:HGNC Symbol;Acc:HGNC:14996],1,158605268,158612514,1
Clcn1,ENSMUSG00000029862,"chloride channel, voltage-sensitive 1 [Source:MGI Symbol;Acc:MGI:88417]",6,42263619,42292690,1,ortholog_one2one,1,CLCN1,ENSG00000188037,chloride voltage-gated channel 1 [Source:HGNC Symbol;Acc:HGNC:2019],7,143316111,143352083,1
Vit,ENSMUSG00000024076,vitrin [Source:MGI Symbol;Acc:MGI:1921449],17,78815493,78934837,1,ortholog_one2one,1,VIT,ENSG00000205221,vitrin [Source:HGNC Symbol;Acc:HGNC:12697],2,36696690,36814794,1
Psmd1,ENSMUSG00000026229,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 1 [Source:MGI Symbol;Acc:MGI:1917497]",1,85992109,86066873,1,ortholog_one2one,1,PSMD1,ENSG00000173692,"proteasome 26S subunit, non-ATPase 1 [Source:HGNC Symbol;Acc:HGNC:9554]",2,231056845,231173116,1
Plscr4,ENSMUSG00000032377,phospholipid scramblase 4 [Source:MGI Symbol;Acc:MGI:2143267],9,92339426,92374509,1,ortholog_one2one,1,PLSCR4,ENSG00000114698,phospholipid scramblase 4 [Source:HGNC Symbol;Acc:HGNC:16497],3,146192335,146251179,-1
Arhgap30,ENSMUSG00000048865,Rho GTPase activating protein 30 [Source:MGI Symbol;Acc:MGI:2684948],1,171216522,171237866,1,ortholog_one2one,1,ARHGAP30,ENSG00000186517,Rho GTPase activating protein 30 [Source:HGNC Symbol;Acc:HGNC:27414],1,161046946,161069970,-1
Ankrd13c,ENSMUSG00000039988,ankyrin repeat domain 13c [Source:MGI Symbol;Acc:MGI:2139746],3,157652876,157713671,1,ortholog_one2one,1,ANKRD13C,ENSG00000118454,ankyrin repeat domain 13C [Source:HGNC Symbol;Acc:HGNC:25374],1,70258999,70354734,-1
Med11,ENSMUSG00000018923,mediator complex subunit 11 [Source:MGI Symbol;Acc:MGI:1913422],11,70342745,70344553,1,ortholog_one2one,1,MED11,ENSG00000161920,mediator complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:32687],17,4731428,4733608,1
Iffo1,ENSMUSG00000038271,intermediate filament family orphan 1 [Source:MGI Symbol;Acc:MGI:2444516],6,125122204,125138745,1,ortholog_one2one,1,IFFO1,ENSG00000010295,intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:HGNC:24970],12,6538961,6556073,-1
Lad1,ENSMUSG00000041782,ladinin [Source:MGI Symbol;Acc:MGI:109343],1,135746336,135761080,1,ortholog_one2one,1,LAD1,ENSG00000159166,ladinin 1 [Source:HGNC Symbol;Acc:HGNC:6472],1,201380833,201399915,-1
Tsg101,ENSMUSG00000014402,tumor susceptibility gene 101 [Source:MGI Symbol;Acc:MGI:106581],7,46538697,46569717,-1,ortholog_one2one,1,TSG101,ENSG00000074319,tumor susceptibility 101 [Source:HGNC Symbol;Acc:HGNC:15971],11,18468336,18526951,-1
Ints11,ENSMUSG00000029034,integrator complex subunit 11 [Source:MGI Symbol;Acc:MGI:1919207],4,155954003,155973560,1,ortholog_one2one,1,INTS11,ENSG00000127054,integrator complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:26052],1,1311585,1324687,-1
Gabrg2,ENSMUSG00000020436,"gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2 [Source:MGI Symbol;Acc:MGI:95623]",11,41801030,41891684,-1,ortholog_one2one,1,GABRG2,ENSG00000113327,gamma-aminobutyric acid type A receptor subunit gamma2 [Source:HGNC Symbol;Acc:HGNC:4087],5,162000057,162162977,1
Calhm3,ENSMUSG00000094219,calcium homeostasis modulator 3 [Source:MGI Symbol;Acc:MGI:3645665],19,47140048,47146203,-1,ortholog_one2one,1,CALHM3,ENSG00000183128,calcium homeostasis modulator 3 [Source:HGNC Symbol;Acc:HGNC:23458],10,103472804,103479240,-1
Tsen15,ENSMUSG00000014980,tRNA splicing endonuclease subunit 15 [Source:MGI Symbol;Acc:MGI:1913887],1,152246486,152262439,-1,ortholog_one2one,1,TSEN15,ENSG00000198860,tRNA splicing endonuclease subunit 15 [Source:HGNC Symbol;Acc:HGNC:16791],1,184051651,184123978,1
Ppp2r3a,ENSMUSG00000043154,"protein phosphatase 2, regulatory subunit B'', alpha [Source:MGI Symbol;Acc:MGI:2442104]",9,100982283,101128994,-1,ortholog_one2one,1,PPP2R3A,ENSG00000073711,protein phosphatase 2 regulatory subunit B''alpha [Source:HGNC Symbol;Acc:HGNC:9307],3,135965728,136147894,1
Maml3,ENSMUSG00000061143,mastermind like transcriptional coactivator 3 [Source:MGI Symbol;Acc:MGI:2389461],3,51593328,52012497,-1,ortholog_one2one,1,MAML3,ENSG00000196782,mastermind like transcriptional coactivator 3 [Source:HGNC Symbol;Acc:HGNC:16272],4,139716753,140154184,-1
Zdhhc17,ENSMUSG00000035798,"zinc finger, DHHC domain containing 17 [Source:MGI Symbol;Acc:MGI:2445110]",10,110777641,110846001,-1,ortholog_one2one,1,ZDHHC17,ENSG00000186908,zinc finger DHHC-type palmitoyltransferase 17 [Source:HGNC Symbol;Acc:HGNC:18412],12,76764103,76853696,1
Trip12,ENSMUSG00000026219,thyroid hormone receptor interactor 12 [Source:MGI Symbol;Acc:MGI:1309481],1,84698910,84818237,-1,ortholog_one2one,1,TRIP12,ENSG00000153827,thyroid hormone receptor interactor 12 [Source:HGNC Symbol;Acc:HGNC:12306],2,229763837,229923239,-1
Fn3k,ENSMUSG00000025175,fructosamine 3 kinase [Source:MGI Symbol;Acc:MGI:1926834],11,121325739,121341317,1,ortholog_one2one,1,FN3K,ENSG00000167363,fructosamine 3 kinase [Source:HGNC Symbol;Acc:HGNC:24822],17,82735615,82751196,1
Cbx2,ENSMUSG00000025577,chromobox 2 [Source:MGI Symbol;Acc:MGI:88289],11,118913788,118922096,1,ortholog_one2one,1,CBX2,ENSG00000173894,chromobox 2 [Source:HGNC Symbol;Acc:HGNC:1552],17,79778148,79787983,1
