Gene.name.mouse,Gene.stable.mouse,Gene.description.mouse,Chromosome.scaffold.name.mouse,Gene.start..bp.mouse,Gene.end..bp.mouse,Strand.mouse,homology.type,orthology.confidence..0.low..1.high,Gene.name.zebrafish,Gene.stable.ID.zebrafish,Gene.description.zebrafish,Chromosome.scaffold.name.zebrafish,Gene.start..bp.zebrafish,Gene.end..bp.zebrafish,Strand.zebrafish
Tmem150c,ENSMUSG00000050640,transmembrane protein 150C [Source:MGI Symbol;Acc:MGI:3041258],5,100225731,100307667,-1,ortholog_one2one,1,tmem150c,ENSDARG00000069590,transmembrane protein 150C [Source:ZFIN;Acc:ZDB-GENE-090112-5],10,5041977,5058823,-1
Caml,ENSMUSG00000021501,calcium modulating ligand [Source:MGI Symbol;Acc:MGI:104728],13,55770818,55780224,1,ortholog_one2one,1,camlg,ENSDARG00000100409,calcium modulating ligand [Source:ZFIN;Acc:ZDB-GENE-040426-2407],21,45712247,45716176,1
Aasdhppt,ENSMUSG00000025894,aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase [Source:MGI Symbol;Acc:MGI:1914868],9,4294793,4309471,-1,ortholog_one2one,1,aasdhppt,ENSDARG00000037501,aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase [Source:ZFIN;Acc:ZDB-GENE-050913-36],15,44440136,44465679,-1
Ogdhl,ENSMUSG00000021913,oxoglutarate dehydrogenase-like [Source:MGI Symbol;Acc:MGI:3616088],14,32043976,32070108,1,ortholog_one2one,1,ogdhl,ENSDARG00000079249,oxoglutarate dehydrogenase like [Source:ZFIN;Acc:ZDB-GENE-111201-4],13,29352842,29406695,1
Slc33a1,ENSMUSG00000027822,"solute carrier family 33 (acetyl-CoA transporter), member 1 [Source:MGI Symbol;Acc:MGI:1332247]",3,63840928,63872189,-1,ortholog_one2one,1,slc33a1,ENSDARG00000020085,solute carrier family 33 member 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1241],18,34158178,34171280,-1
mt-Co2,ENSMUSG00000064354,mitochondrially encoded cytochrome c oxidase II [Source:MGI Symbol;Acc:MGI:102503],MT,7013,7696,1,ortholog_one2one,1,mt-co2,ENSDARG00000063908,cytochrome c oxidase subunit II [Source:NCBI gene;Acc:140540],MT,8130,8820,1
Xrcc5,ENSMUSG00000026187,X-ray repair complementing defective repair in Chinese hamster cells 5 [Source:MGI Symbol;Acc:MGI:104517],1,72346586,72434111,1,ortholog_one2one,1,xrcc5,ENSDARG00000099298,X-ray repair complementing defective repair in Chinese hamster cells 5 [Source:ZFIN;Acc:ZDB-GENE-041008-108],9,52558181,52598343,-1
Tmem117,ENSMUSG00000063296,transmembrane protein 117 [Source:MGI Symbol;Acc:MGI:2444580],15,94527113,94993979,1,ortholog_one2one,1,tmem117,ENSDARG00000088356,transmembrane protein 117 [Source:HGNC Symbol;Acc:HGNC:25308],25,710139,752158,-1
Mpg,ENSMUSG00000020287,N-methylpurine-DNA glycosylase [Source:MGI Symbol;Acc:MGI:97073],11,32176505,32182700,1,ortholog_one2one,1,mpg,ENSDARG00000069729,N-methylpurine DNA glycosylase [Source:ZFIN;Acc:ZDB-GENE-070410-121],3,55031685,55043150,1
Mtmr14,ENSMUSG00000030269,myotubularin related protein 14 [Source:MGI Symbol;Acc:MGI:1916075],6,113214804,113258353,1,ortholog_one2one,1,mtmr14,ENSDARG00000059642,myotubularin related protein 14 [Source:ZFIN;Acc:ZDB-GENE-030131-2649],6,21697128,21726758,-1
Acot12,ENSMUSG00000021620,acyl-CoA thioesterase 12 [Source:MGI Symbol;Acc:MGI:1921406],13,91889631,91934267,1,ortholog_one2one,1,ACOT12,ENSDARG00000054534,acyl-CoA thioesterase 12 [Source:NCBI gene;Acc:100536873],10,42903091,42923385,-1
Ofd1,ENSMUSG00000040586,"OFD1, centriole and centriolar satellite protein [Source:MGI Symbol;Acc:MGI:1350328]",X,165173029,165223700,-1,ortholog_one2one,1,ofd1,ENSDARG00000000529,OFD1 centriole and centriolar satellite protein [Source:NCBI gene;Acc:327216],9,54716436,54743987,1
Pi4ka,ENSMUSG00000041720,phosphatidylinositol 4-kinase alpha [Source:MGI Symbol;Acc:MGI:2448506],16,17098215,17224178,-1,ortholog_one2one,1,pi4kaa,ENSDARG00000076724,"phosphatidylinositol 4-kinase, catalytic, alpha a [Source:ZFIN;Acc:ZDB-GENE-100204-2]",10,3187289,3258073,-1
Gucy1b1,ENSMUSG00000028005,"guanylate cyclase 1, soluble, beta 1 [Source:MGI Symbol;Acc:MGI:1860604]",3,81939313,81981996,-1,ortholog_one2one,1,gucy1b1,ENSDARG00000086790,guanylate cyclase 1 soluble subunit beta 1 [Source:ZFIN;Acc:ZDB-GENE-090313-160],1,25801648,25841659,1
Aldoc,ENSMUSG00000017390,"aldolase C, fructose-bisphosphate [Source:MGI Symbol;Acc:MGI:101863]",11,78213794,78218607,1,ortholog_one2one,1,aldoca,ENSDARG00000057661,"aldolase C, fructose-bisphosphate, a [Source:NCBI gene;Acc:792692]",15,16079586,16098531,-1
Ints4,ENSMUSG00000025133,integrator complex subunit 4 [Source:MGI Symbol;Acc:MGI:1917164],7,97130163,97190602,1,ortholog_one2one,1,ints4,ENSDARG00000102953,integrator complex subunit 4 [Source:ZFIN;Acc:ZDB-GENE-120215-81],18,3064237,3095002,1
Ttc37,ENSMUSG00000033991,tetratricopeptide repeat domain 37 [Source:MGI Symbol;Acc:MGI:2679923],13,76246853,76338435,1,ortholog_one2one,1,ttc37,ENSDARG00000074314,tetratricopeptide repeat domain 37 [Source:ZFIN;Acc:ZDB-GENE-110125-2],5,50817382,50869494,-1
Serinc1,ENSMUSG00000019877,serine incorporator 1 [Source:MGI Symbol;Acc:MGI:1926228],10,57391870,57408626,-1,ortholog_one2one,1,serinc1,ENSDARG00000009106,serine incorporator 1 [Source:ZFIN;Acc:ZDB-GENE-030131-4415],20,40457599,40472519,1
Mir10b,ENSMUSG00000065500,microRNA 10b [Source:MGI Symbol;Acc:MGI:2676804],2,74556414,74556481,1,ortholog_one2one,1,dre-mir-10b-1,ENSDARG00000080641,dre-mir-10b-1 [Source:miRBase;Acc:MI0001364],9,1952956,1953033,-1
Mir1a-2,ENSMUSG00000106348,microRNA 1a-2 [Source:MGI Symbol;Acc:MGI:3618746],18,10785481,10785552,-1,ortholog_one2one,1,dre-mir-1-2,ENSDARG00000103352,dre-mir-1-2 [Source:miRBase;Acc:MI0001877],2,4116314,4116400,-1
Septin8,ENSMUSG00000018398,septin 8 [Source:MGI Symbol;Acc:MGI:894310],11,53410084,53440392,1,ortholog_one2one,1,sept8a,ENSDARG00000032606,septin 8a [Source:NCBI gene;Acc:321590],21,43328685,43374893,1
Ggps1,ENSMUSG00000021302,geranylgeranyl diphosphate synthase 1 [Source:MGI Symbol;Acc:MGI:1341724],13,14225244,14238073,-1,ortholog_one2one,1,ggps1,ENSDARG00000023627,geranylgeranyl diphosphate synthase 1 [Source:ZFIN;Acc:ZDB-GENE-030131-8742],13,49727333,49769372,1
Hdac11,ENSMUSG00000034245,histone deacetylase 11 [Source:MGI Symbol;Acc:MGI:2385252],6,91133647,91151674,1,ortholog_one2one,1,hdac11,ENSDARG00000087573,histone deacetylase 11 [Source:ZFIN;Acc:ZDB-GENE-040704-7],11,27133560,27197452,1
Gucy1a2,ENSMUSG00000041624,"guanylate cyclase 1, soluble, alpha 2 [Source:MGI Symbol;Acc:MGI:2660877]",9,3532778,3894736,1,ortholog_one2one,1,GUCY1A2,ENSDARG00000093185,"guanylate cyclase 1, soluble, alpha 2 [Source:NCBI gene;Acc:100330875]",15,44366556,44404098,1
Plcl2,ENSMUSG00000038910,phospholipase C-like 2 [Source:MGI Symbol;Acc:MGI:1352756],17,50816431,50995512,1,ortholog_one2one,1,plcl2,ENSDARG00000098826,phospholipase C like 2 [Source:ZFIN;Acc:ZDB-GENE-120426-4],16,49088698,49160181,1
Fkrp,ENSMUSG00000048920,fukutin related protein [Source:MGI Symbol;Acc:MGI:2447586],7,16543171,16550657,-1,ortholog_one2one,1,fkrp,ENSDARG00000100467,fukutin related protein [Source:ZFIN;Acc:ZDB-GENE-070412-4],15,11679759,11683529,-1
Plcb4,ENSMUSG00000039943,"phospholipase C, beta 4 [Source:MGI Symbol;Acc:MGI:107464]",2,135500931,135856513,1,ortholog_one2one,1,PLCB4,ENSDARG00000100786,phospholipase C beta 4 [Source:NCBI gene;Acc:100537538],17,3717384,3815693,-1
Pgs1,ENSMUSG00000017715,phosphatidylglycerophosphate synthase 1 [Source:MGI Symbol;Acc:MGI:1921701],11,117877118,117914837,1,ortholog_one2one,1,pgs1,ENSDARG00000075857,phosphatidylglycerophosphate synthase 1 [Source:ZFIN;Acc:ZDB-GENE-170216-1],12,34206753,34258384,-1
Srebf1,ENSMUSG00000020538,sterol regulatory element binding transcription factor 1 [Source:MGI Symbol;Acc:MGI:107606],11,60089915,60113407,-1,ortholog_one2one,1,srebf1,ENSDARG00000067607,sterol regulatory element binding transcription factor 1 [Source:ZFIN;Acc:ZDB-GENE-090812-3],3,62064805,62087346,-1
Kcnj6,ENSMUSG00000043301,"potassium inwardly-rectifying channel, subfamily J, member 6 [Source:MGI Symbol;Acc:MGI:104781]",16,94549495,94798560,-1,ortholog_one2one,1,KCNJ6,ENSDARG00000058985,potassium inwardly rectifying channel subfamily J member 6 [Source:NCBI gene;Acc:569498],10,124995,135432,-1
Pik3c2b,ENSMUSG00000026447,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta [Source:MGI Symbol;Acc:MGI:2685045],1,132973405,133036425,1,ortholog_one2one,1,pik3c2b,ENSDARG00000086927,"phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 beta [Source:ZFIN;Acc:ZDB-GENE-050309-145]",11,23593837,23697217,-1
Lamtor1,ENSMUSG00000030842,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 [Source:MGI Symbol;Acc:MGI:1913758]",7,101555111,101575882,1,ortholog_one2one,1,lamtor1,ENSDARG00000076464,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 [Source:ZFIN;Acc:ZDB-GENE-130819-1]",15,44070306,44077937,-1
Unc13b,ENSMUSG00000028456,unc-13 homolog B [Source:MGI Symbol;Acc:MGI:1342278],4,43058953,43264871,1,ortholog_one2one,1,UNC13B,ENSDARG00000099113,unc-13 homolog Bb (C. elegans) [Source:NCBI gene;Acc:100329499],10,16911951,17019944,1
Dusp16,ENSMUSG00000030203,dual specificity phosphatase 16 [Source:MGI Symbol;Acc:MGI:1917936],6,134692431,134769588,-1,ortholog_one2one,1,dusp16,ENSDARG00000102474,dual specificity phosphatase 16 [Source:ZFIN;Acc:ZDB-GENE-040426-2360],4,107287,119689,-1
Mdfic,ENSMUSG00000041390,MyoD family inhibitor domain containing [Source:MGI Symbol;Acc:MGI:104611],6,15720660,15802168,1,ortholog_one2one,1,MDFIC,ENSDARG00000074223,si:ch211-262n1.4 [Source:ZFIN;Acc:ZDB-GENE-070705-162],4,6339572,6416414,-1
Mir20a,ENSMUSG00000065442,microRNA 20a [Source:MGI Symbol;Acc:MGI:2676872],14,115281589,115281695,1,ortholog_one2one,1,dre-mir-20a,ENSDARG00000104910,dre-mir-20a [Source:miRBase;Acc:MI0001907],1,3297603,3297755,-1
,ENSMUSG00002076543,,2,104952533,104952826,-1,ortholog_one2one,1,CR762411.1,ENSDARG00000101937,,25,15217824,15218109,1
Rab27a,ENSMUSG00000032202,"RAB27A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1861441]",9,72952136,73004911,1,ortholog_one2one,1,rab27a,ENSDARG00000103935,"RAB27A, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-050913-46]",18,2228737,2266585,1
Serpine2,ENSMUSG00000026249,"serine (or cysteine) peptidase inhibitor, clade E, member 2 [Source:MGI Symbol;Acc:MGI:101780]",1,79771914,79838897,-1,ortholog_one2one,1,serpine2,ENSDARG00000029353,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2 [Source:ZFIN;Acc:ZDB-GENE-040426-848]",15,43241915,43284021,-1
Tbr1,ENSMUSG00000035033,T-box brain transcription factor 1 [Source:MGI Symbol;Acc:MGI:107404],2,61633274,61644458,1,ortholog_one2one,1,tbr1b,ENSDARG00000004712,T-box brain transcription factor 1b [Source:ZFIN;Acc:ZDB-GENE-000323-1],9,51427826,51436377,-1
Tmx1,ENSMUSG00000021072,thioredoxin-related transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1919986],12,70499869,70514814,1,ortholog_one2one,1,tmx1,ENSDARG00000019487,thioredoxin-related transmembrane protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2327],13,36923052,36934915,1
Rhbdd3,ENSMUSG00000034175,rhomboid domain containing 3 [Source:MGI Symbol;Acc:MGI:2444684],11,5048926,5056093,1,ortholog_one2one,1,rhbdd3,ENSDARG00000079816,rhomboid domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-070705-39],5,24882633,24886597,1
Rgs6,ENSMUSG00000021219,regulator of G-protein signaling 6 [Source:MGI Symbol;Acc:MGI:1354730],12,82635066,83208830,1,ortholog_one2one,1,rgs6,ENSDARG00000015627,regulator of G protein signaling 6 [Source:ZFIN;Acc:ZDB-GENE-030131-31],20,28511941,28642061,-1
Mir190a,ENSMUSG00000076379,microRNA 190a [Source:MGI Symbol;Acc:MGI:2676854],9,67143942,67144008,-1,ortholog_one2one,1,dre-mir-190a,ENSDARG00000081636,dre-mir-190a [Source:miRBase;Acc:MI0002027],25,33139075,33139200,1
Gc,ENSMUSG00000035540,vitamin D binding protein [Source:MGI Symbol;Acc:MGI:95669],5,89565381,89605757,-1,ortholog_one2one,1,gc,ENSDARG00000089310,GC vitamin D binding protein [Source:ZFIN;Acc:ZDB-GENE-040718-307],5,45677781,45725008,1
Hsbp1l1,ENSMUSG00000078963,heat shock factor binding protein 1-like 1 [Source:MGI Symbol;Acc:MGI:1913505],18,80272973,80290317,-1,ortholog_one2one,1,hsbp1l1,ENSDARG00000075984,heat shock factor binding protein 1 like 1 [Source:NCBI gene;Acc:799177],19,11429263,11431278,-1
Sec24d,ENSMUSG00000039234,"Sec24 related gene family, member D (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1916858]",3,123061104,123159290,1,ortholog_one2one,1,sec24d,ENSDARG00000045946,"SEC24 homolog D, COPII coat complex component [Source:ZFIN;Acc:ZDB-GENE-070117-2501]",7,69905307,69951096,1
Zfp462,ENSMUSG00000060206,zinc finger protein 462 [Source:MGI Symbol;Acc:MGI:107690],4,54945048,55083563,1,ortholog_one2one,1,ZNF462,ENSDARG00000112909,zinc finger protein 462 [Source:HGNC Symbol;Acc:HGNC:21684],21,349091,370877,1
Mir363,ENSMUSG00000070106,microRNA 363 [Source:MGI Symbol;Acc:MGI:3619370],X,51830570,51830644,-1,ortholog_one2one,1,MIR363,ENSDARG00000081303,microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023],14,31466671,31466782,-1
Gask1a,ENSMUSG00000038233,golgi associated kinase 1A [Source:MGI Symbol;Acc:MGI:3041196],9,121780054,121809275,1,ortholog_one2one,1,gask1a,ENSDARG00000076862,golgi associated kinase 1A [Source:ZFIN;Acc:ZDB-GENE-121130-2],16,8188188,8251985,-1
Nfatc2,ENSMUSG00000027544,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2 [Source:MGI Symbol;Acc:MGI:102463]",2,168318330,168443577,-1,ortholog_one2one,1,nfatc2a,ENSDARG00000100927,nuclear factor of activated T cells 2a [Source:ZFIN;Acc:ZDB-GENE-120913-4],23,39089574,39164866,1
Mir19b-2,ENSMUSG00000065473,microRNA 19b-2 [Source:MGI Symbol;Acc:MGI:2676868],X,51830860,51830943,-1,ortholog_one2one,1,dre-mir-19c,ENSDARG00000082428,dre-mir-19c [Source:miRBase;Acc:MI0001905],14,31467026,31467130,-1
Ctr9,ENSMUSG00000005609,"CTR9 homolog, Paf1/RNA polymerase II complex component [Source:MGI Symbol;Acc:MGI:109345]",7,110628158,110655584,1,ortholog_one2one,1,ctr9,ENSDARG00000009170,"CTR9 homolog, Paf1/RNA polymerase II complex component [Source:ZFIN;Acc:ZDB-GENE-030131-3782]",7,66655729,66693712,-1
Snta1,ENSMUSG00000027488,"syntrophin, acidic 1 [Source:MGI Symbol;Acc:MGI:101772]",2,154218233,154250019,-1,ortholog_one2one,1,SNTA1,ENSDARG00000098420,"syntrophin, alpha 1 [Source:NCBI gene;Acc:100332905]",6,57741039,57786246,1
Angpt4,ENSMUSG00000027460,angiopoietin 4 [Source:MGI Symbol;Acc:MGI:1336887],2,151753130,151787257,1,ortholog_one2one,1,angpt4,ENSDARG00000076787,angiopoietin 4 [Source:ZFIN;Acc:ZDB-GENE-110104-1],6,51932267,52030817,1
Prkaa2,ENSMUSG00000028518,"protein kinase, AMP-activated, alpha 2 catalytic subunit [Source:MGI Symbol;Acc:MGI:1336173]",4,104887071,104967087,-1,ortholog_one2one,1,prkaa2,ENSDARG00000060641,"protein kinase, AMP-activated, alpha 2 catalytic subunit [Source:ZFIN;Acc:ZDB-GENE-081120-5]",20,8028613,8067973,1
Mir218-2,ENSMUSG00000065583,microRNA 218-2 [Source:MGI Symbol;Acc:MGI:3618752],11,35507643,35507752,1,ortholog_one2one,1,dre-mir-218a-2,ENSDARG00000083023,dre-mir-218a-2 [Source:miRBase;Acc:MI0002052],1,23866878,23866965,1
Pde8b,ENSMUSG00000021684,phosphodiesterase 8B [Source:MGI Symbol;Acc:MGI:2443999],13,95160962,95386844,-1,ortholog_one2one,1,pde8b,ENSDARG00000063706,phosphodiesterase 8B [Source:ZFIN;Acc:ZDB-GENE-091117-3],21,7642403,7691293,-1
Tmem114,ENSMUSG00000022715,transmembrane protein 114 [Source:MGI Symbol;Acc:MGI:1921970],16,8227139,8243000,-1,ortholog_one2one,1,TMEM114,ENSDARG00000038089,transmembrane protein 114 [Source:NCBI gene;Acc:100150208],3,27929505,27952302,1
Aamdc,ENSMUSG00000035642,adipogenesis associated Mth938 domain containing [Source:MGI Symbol;Acc:MGI:1913523],7,97199538,97228704,-1,ortholog_one2one,1,aamdc,ENSDARG00000103957,"adipogenesis associated, Mth938 domain containing [Source:NCBI gene;Acc:553802]",18,3096612,3103827,-1
Acox1,ENSMUSG00000020777,"acyl-Coenzyme A oxidase 1, palmitoyl [Source:MGI Symbol;Acc:MGI:1330812]",11,116062714,116089871,-1,ortholog_one2one,1,acox1,ENSDARG00000014727,"acyl-CoA oxidase 1, palmitoyl [Source:ZFIN;Acc:ZDB-GENE-041010-219]",6,23122789,23138502,1
Mfsd11,ENSMUSG00000020818,major facilitator superfamily domain containing 11 [Source:MGI Symbol;Acc:MGI:1917150],11,116743266,116766461,1,ortholog_one2one,1,mfsd11,ENSDARG00000102828,major facilitator superfamily domain containing 11 [Source:ZFIN;Acc:ZDB-GENE-050913-140],3,60607241,60624039,1
Tbca,ENSMUSG00000042043,tubulin cofactor A [Source:MGI Symbol;Acc:MGI:107549],13,94925418,94979430,1,ortholog_one2one,1,tbca,ENSDARG00000016754,tubulin cofactor a [Source:ZFIN;Acc:ZDB-GENE-040426-962],21,7545062,7570765,1
Gm25777,ENSMUSG00000080364,"predicted gene, 25777 [Source:MGI Symbol;Acc:MGI:5455554]",16,18058581,18058706,-1,ortholog_one2one,1,SNORA77B,ENSDARG00000086007,"small nucleolar RNA, H/ACA box 77B [Source:HGNC Symbol;Acc:HGNC:52221]",5,19008646,19008774,-1
Scara3,ENSMUSG00000034463,"scavenger receptor class A, member 3 [Source:MGI Symbol;Acc:MGI:2444418]",14,66156843,66191384,-1,ortholog_one2one,1,scara3,ENSDARG00000008060,"scavenger receptor class A, member 3 [Source:ZFIN;Acc:ZDB-GENE-041014-317]",20,39283849,39300730,1
Wdr41,ENSMUSG00000042015,WD repeat domain 41 [Source:MGI Symbol;Acc:MGI:2445123],13,95112852,95159822,1,ortholog_one2one,1,wdr41,ENSDARG00000009851,WD repeat domain 41 [Source:ZFIN;Acc:ZDB-GENE-050706-152],21,7605803,7630091,1
Fgfr3,ENSMUSG00000054252,fibroblast growth factor receptor 3 [Source:MGI Symbol;Acc:MGI:95524],5,33879018,33894412,1,ortholog_one2one,1,fgfr3,ENSDARG00000004782,fibroblast growth factor receptor 3 [Source:NCBI gene;Acc:58129],13,13213567,13294872,-1
Dhx38,ENSMUSG00000037993,DEAH (Asp-Glu-Ala-His) box polypeptide 38 [Source:MGI Symbol;Acc:MGI:1927617],8,110274643,110292493,-1,ortholog_one2one,1,dhx38,ENSDARG00000100013,DEAH (Asp-Glu-Ala-His) box polypeptide 38 [Source:ZFIN;Acc:ZDB-GENE-040426-1144],7,67748939,67798770,1
Ppp1r21,ENSMUSG00000034709,"protein phosphatase 1, regulatory subunit 21 [Source:MGI Symbol;Acc:MGI:1921075]",17,88837546,88895795,1,ortholog_one2one,1,ppp1r21,ENSDARG00000103144,"protein phosphatase 1, regulatory subunit 21 [Source:NCBI gene;Acc:492333]",13,45087,214122,-1
Pcsk6,ENSMUSG00000030513,proprotein convertase subtilisin/kexin type 6 [Source:MGI Symbol;Acc:MGI:102897],7,65511482,65700134,1,ortholog_one2one,1,pcsk6,ENSDARG00000104574,proprotein convertase subtilisin/kexin type 6 [Source:ZFIN;Acc:ZDB-GENE-100908-1],7,9189547,9273323,1
Exosc8,ENSMUSG00000027752,exosome component 8 [Source:MGI Symbol;Acc:MGI:1916889],3,54636099,54642814,-1,ortholog_one2one,1,exosc8,ENSDARG00000068755,exosome component 8 [Source:ZFIN;Acc:ZDB-GENE-030131-1736],10,35002786,35011502,1
Ttc28,ENSMUSG00000033209,tetratricopeptide repeat domain 28 [Source:MGI Symbol;Acc:MGI:2140873],5,111027669,111437646,1,ortholog_one2one,1,TTC28,ENSDARG00000114920,tetratricopeptide repeat domain 28 [Source:NCBI gene;Acc:100331958],10,3875716,4039786,1
Slain2,ENSMUSG00000036087,"SLAIN motif family, member 2 [Source:MGI Symbol;Acc:MGI:1923241]",5,73071647,73136172,1,ortholog_one2one,1,slain2,ENSDARG00000032114,"SLAIN motif family, member 2 [Source:ZFIN;Acc:ZDB-GENE-041014-251]",20,23446243,23472319,-1
Cnnm1,ENSMUSG00000025189,cyclin M1 [Source:MGI Symbol;Acc:MGI:1891366],19,43428875,43485649,1,ortholog_one2one,1,CNNM1,ENSDARG00000078087,cyclin and CBS domain divalent metal cation transport mediator 1 [Source:NCBI gene;Acc:562504],13,40462366,40499296,-1
Hs3st4,ENSMUSG00000078591,heparan sulfate (glucosamine) 3-O-sulfotransferase 4 [Source:MGI Symbol;Acc:MGI:1333792],7,123582092,123998212,1,ortholog_one2one,1,hs3st4,ENSDARG00000052648,heparan sulfate (glucosamine) 3-O-sulfotransferase 4 [Source:ZFIN;Acc:ZDB-GENE-070202-8],3,44541322,44753325,-1
Gucd1,ENSMUSG00000033416,guanylyl cyclase domain containing 1 [Source:MGI Symbol;Acc:MGI:1916028],10,75186945,75353806,-1,ortholog_one2one,1,gucd1,ENSDARG00000068438,guanylyl cyclase domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-060929-872],8,30730628,30742233,-1
Heca,ENSMUSG00000039879,"hdc homolog, cell cycle regulator [Source:MGI Symbol;Acc:MGI:2685715]",10,17744360,17823815,-1,ortholog_one2one,1,heca,ENSDARG00000042877,"hdc homolog, cell cycle regulator [Source:ZFIN;Acc:ZDB-GENE-041001-173]",20,36820965,36839074,1
Pdia5,ENSMUSG00000022844,protein disulfide isomerase associated 5 [Source:MGI Symbol;Acc:MGI:1919849],16,35217682,35311243,-1,ortholog_one2one,1,pdia5,ENSDARG00000069242,"protein disulfide isomerase family A, member 5 [Source:ZFIN;Acc:ZDB-GENE-030521-5]",9,37754845,37840350,1
Pygl,ENSMUSG00000021069,liver glycogen phosphorylase [Source:MGI Symbol;Acc:MGI:97829],12,70237585,70278262,-1,ortholog_one2one,1,pygl,ENSDARG00000002197,"phosphorylase, glycogen, liver [Source:ZFIN;Acc:ZDB-GENE-041205-1]",13,36846789,36863039,-1
Chsy3,ENSMUSG00000058152,chondroitin sulfate synthase 3 [Source:MGI Symbol;Acc:MGI:1926173],18,59308473,59669071,1,ortholog_one2one,1,chsy3,ENSDARG00000069472,chondroitin sulfate synthase 3 [Source:ZFIN;Acc:ZDB-GENE-030616-4],10,16592851,16748593,1
Mir145a,ENSMUSG00000065592,microRNA 145a [Source:MGI Symbol;Acc:MGI:2676830],18,61780896,61780965,-1,ortholog_one2one,1,dre-mir-145,ENSDARG00000083100,dre-mir-145 [Source:miRBase;Acc:MI0002010],14,38743941,38744053,1
Tacr2,ENSMUSG00000020081,tachykinin receptor 2 [Source:MGI Symbol;Acc:MGI:98477],10,62088217,62101769,1,ortholog_one2one,1,tacr2,ENSDARG00000074509,tachykinin receptor 2 [Source:ZFIN;Acc:ZDB-GENE-090312-188],13,22964868,22971495,1
Slc13a1,ENSMUSG00000029700,"solute carrier family 13 (sodium/sulfate symporters), member 1 [Source:MGI Symbol;Acc:MGI:1859937]",6,24088282,24168091,-1,ortholog_one2one,1,slc13a1,ENSDARG00000045638,solute carrier family 13 member 1 [Source:ZFIN;Acc:ZDB-GENE-031222-3],25,27923846,27932723,1
Cep112,ENSMUSG00000020728,centrosomal protein 112 [Source:MGI Symbol;Acc:MGI:1923673],11,108316018,108751441,1,ortholog_one2one,1,cep112,ENSDARG00000079679,centrosomal protein 112 [Source:ZFIN;Acc:ZDB-GENE-120104-2],3,55684449,56030117,-1
Ppp2r2d,ENSMUSG00000041769,"protein phosphatase 2, regulatory subunit B, delta [Source:MGI Symbol;Acc:MGI:1289252]",7,138447808,138484786,1,ortholog_one2one,1,ppp2r2d,ENSDARG00000102009,"protein phosphatase 2, regulatory subunit B, delta [Source:NCBI gene;Acc:405816]",12,41723040,41759702,-1
Tfap4,ENSMUSG00000005718,transcription factor AP4 [Source:MGI Symbol;Acc:MGI:103239],16,4362525,4377718,-1,ortholog_one2one,1,tfap4,ENSDARG00000103923,transcription factor AP-4 (activating enhancer binding protein 4) [Source:ZFIN;Acc:ZDB-GENE-090810-1],3,12202982,12227359,-1
Psmf1,ENSMUSG00000032869,"proteasome (prosome, macropain) inhibitor subunit 1 [Source:MGI Symbol;Acc:MGI:1346072]",2,151557732,151586106,-1,ortholog_one2one,1,psmf1,ENSDARG00000022652,proteasome inhibitor subunit 1 [Source:ZFIN;Acc:ZDB-GENE-040718-282],6,51796296,51811095,-1
Nudt15,ENSMUSG00000033405,nudix (nucleoside diphosphate linked moiety X)-type motif 15 [Source:MGI Symbol;Acc:MGI:2443366],14,73756317,73785682,-1,ortholog_one2one,1,nudt15,ENSDARG00000113961,nudix (nucleoside diphosphate linked moiety X)-type motif 15 [Source:ZFIN;Acc:ZDB-GENE-040625-95],6,10028886,10037207,-1
Mfsd1,ENSMUSG00000027775,major facilitator superfamily domain containing 1 [Source:MGI Symbol;Acc:MGI:1914118],3,67490074,67511570,1,ortholog_one2one,1,mfsd1,ENSDARG00000101379,major facilitator superfamily domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25874],15,1199407,1210546,1
Pnisr,ENSMUSG00000028248,PNN interacting serine/arginine-rich [Source:MGI Symbol;Acc:MGI:1913875],4,21847583,21876475,1,ortholog_one2one,1,pnisr,ENSDARG00000069855,PNN-interacting serine/arginine-rich protein [Source:ZFIN;Acc:ZDB-GENE-030131-362],16,32662469,32673028,-1
